JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3	L438P_1	L438P_2	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	JL	Control_Fibro_1	Control_Fibro_2	Control_Fibro_3
ENSG00000240230	810.31	1222.801	1187.02	555.399	1197.999	1392.689	1180.114	1776.999	1341.009	1029.189	1603.641	1090.076	1172.061	1024.193	1001.272	940.595	1047.001	1088.767	1141.761	1062.089	1095.759	509.585	548.071	488.13	680.236	411.709	502.431	525.487	482.814	778	1242.684	1239.005	1084.886
ENSG00000240231	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2.324	0	1.112	1.846	1.78	1.114	0	0	0	0	0
ENSG00000240236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.001	0	5.004	0	1.001	1	3.002	1.011	0	0	0	0
ENSG00000240237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000240238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001	5.005	1.629	0	1.001	1.045	0	0	0	0
ENSG00000240244	0	3	0	0	0	4	1	3	1	0	0	1	2	2	0	2	1	0	4	0	0	0	0	0	3	0	0	1	0	0	0	0	0
ENSG00000240246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240253	737.307	872.214	928.418	695.321	670.391	627.565	522.849	853.21	719.005	188.807	781.763	845.264	183.801	152.794	138.73	373.783	426.334	445.24	452.077	633.073	620.331	0	3.738	2	3.896	8.302	2.506	3.209	7.026	0	0	0	0
ENSG00000240255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240270	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	3	2	3	0	0	0	0	0
ENSG00000240271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000240280	57	76	55	36	35	73.004	19	50.001	71	4	47	34	23	18	22	15	28	12	14	38	9	4.733	0	1.027	22.754	1.031	1.124	0	3.213	3	26	0	0
ENSG00000240281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000240303	3621.752	3534.37	2172.245	2861.288	2963.29	3042.118	2703.008	5147.911	3859.921	2141.054	3091.928	2809.341	2567.464	3010.638	1602.29	2273.576	2525.983	2234.538	3150.432	2506.87	2310.888	1675.428	1270.109	1231.871	1523.753	719.119	1586.547	955.005	1155.423	4310.507	3888.995	4113.101	3195.384
ENSG00000240305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	9.053	4.038	2	2.004	1	0	0	0	0
ENSG00000240309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240311	0	0	0	8	1	2	5	3	3	0	0	0	3	1	1	0	1	1	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0
ENSG00000240320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0
ENSG00000240328	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0
ENSG00000240338	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	1	1	0	0	0	1	0	0	0	0
ENSG00000240342	11654.015	11498.773	10171.233	11530.92	10885.628	9688.719	9985.075	18311.553	14022.078	8906.235	11256.736	10331.068	10297.794	12198.192	7976.852	6903.34	10849.645	9997.201	9564.398	7913.374	10247.77	1231.089	2074.578	3681.983	2717.055	5236.354	2246.846	5016.113	1759.39	9277.905	22.801	16860.707	6569.052
ENSG00000240344	3238.327	2624.146	2341.001	3075.508	2814.459	3088.947	3494.991	4271.184	3343.493	3285.753	3364.814	2477.6	2920.889	2213.09	1903.573	1816.149	1711.205	1630.8	2878.274	2384.103	2709.915	809.729	837.613	1042.209	1028.878	678.515	885.728	989	1008.922	2128.604	1931.263	1670.011	1568.323
ENSG00000240356	432.315	474.107	224.185	413.619	331.486	469.237	309.53	639.402	327.959	341.773	303.082	293.877	199.032	253.089	137.386	217.073	198.398	188.27	330.314	266.938	235.173	275.685	252.629	290.371	282.691	142.343	325.877	273.133	222.9	684.308	1037.282	1291.877	1126.094
ENSG00000240359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240361	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240366	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.012	0	6.036	0	1.005	2.012	0	4.025	0	0	0	0
ENSG00000240370	131.669	130.221	128.931	100.2	157.632	122.78	126.342	214.466	200.674	266.072	439.554	185.571	164.274	304.516	133.098	153.479	291.731	201.042	189.339	144.387	192.99	80.151	67.632	98.495	110.913	70.345	50.685	106.565	96.093	199.634	483.916	320.578	323.83
ENSG00000240371	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.001	0	2.005	0	4.414	3.006	3.007	2.344	0	0	0	0
ENSG00000240375	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240376	1	2	1	4	4	1	6	6	1	3	0	1	2	2	2	3	1	1	0	2	1	3.13	9.796	9.434	7.323	11.527	21.02	8.378	7.324	1	4	0	1
ENSG00000240382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17057.209	219.782	87.479	8.024	1.034	0	37.954	19.256	0	0	0	0
ENSG00000240385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	2	13.002	1	2	7.001	5	0	3	0	0
ENSG00000240388	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	5	2	2.024	3.04	4	2	1	3.042	1	6	5	1
ENSG00000240392	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3.01	3.014	1.002	5.021	1.003	0	1.003	0	0	0	0
ENSG00000240393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240395	1	0	0	1	0	2	1	2	1	1	0	1	0	3	1	1	0	1	1	0	1	2.014	8.06	8.06	4.478	12.096	15.743	5.662	6.044	0	0	0	0
ENSG00000240399	1	6	15	5	10	5	8	6	9	9	16	22	7	0	5	11	8	10	8	10	10	16	18	31	32	27	19	27	20	4	18	13	28
ENSG00000240403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
ENSG00000240409	8	3	4	1	4	6	9	5	4	7	6	7	2	6	3	1	6	5	8	2	3	2.026	3.034	2.025	1.035	4.042	3.034	3.028	5.069	0	0	0	0
ENSG00000240411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000240418	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5.001	2	8.001	6.001	4	4.001	7.256	0	0	0	0
ENSG00000240419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000240426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001	0	0	0	0	0
ENSG00000240429	64.033	131.102	139.165	70.63	104.183	145.549	92.767	181.102	155.833	54.954	151.632	123.038	55.079	110.195	80.487	91.755	141.257	104.853	81.314	53.811	57.95	97.721	130.525	140.722	165.036	145.706	18.52	83.207	128.897	69.572	93.666	62.354	150.023
ENSG00000240432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	6	1	1	5	1	5	2	0	0	0	0
ENSG00000240436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	1	1	0	0	0	0	0	0
ENSG00000240438	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	36.555	0	0	0	0	0	0
ENSG00000240441	1	2	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	0	2	0	0	0	1	5	3	3	2	1	3	2
ENSG00000240443	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240445	832.487	1101.405	1515.05	606.716	808.377	716.072	1184.668	1566.513	1412.643	812.077	1614.219	1639.943	827.577	672.846	1403.611	1144.761	1388.275	1385.284	790.688	935.104	1127.932	87.43	71.441	125.77	237.374	59.786	142.827	179.826	95.99	346.509	474.044	254.621	529.182
ENSG00000240452	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0
ENSG00000240454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1	0	0	0	0
ENSG00000240458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240459	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0
ENSG00000240463	2	1	1	1	0	2	2	1	0	0	2	3	1	0	0	3	0	0	6	0	4	10.001	11	10	9	8	11	6	8	1	3	1	2
ENSG00000240471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001	0	0	0	0	0	0	0	0	0	0
ENSG00000240477	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.002	1.004	0	0	0	0	0	0	0
ENSG00000240480	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.002	1	1.001	0	0	0	2.001	0	0	0	0	0
ENSG00000240484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	4	0	0	0	0
ENSG00000240489	12.002	9.003	12.002	13.003	12.006	15.003	9.001	24.008	10.003	3	14.003	18.004	15.004	9.004	12.005	8.002	19.003	9.001	12.003	15.006	8.003	2.377	0	4.823	6.026	0	2.344	2.376	2.363	1	15.01	13.028	3.001
ENSG00000240494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.744	4.747	0	0	4.675	0	0	0	0
ENSG00000240505	1	4	8	0	0	0	0	0	0	5	2	1.001	0	0	3	2	0	0	0	1	2	3696.226	5194.289	6012.899	4066.359	2471.717	4649.433	4728.027	3590.783	0	0	0	0
ENSG00000240509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1.005	0	2.017	3.03	2.016	0	0	0	0	0	0
ENSG00000240511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240520	0	0	3	0	0	0	0	5	3	0	1	0	0	5	3	3	0	2	0	2	0	0	1	0	1	0	0	0	0	6	3	6	1
ENSG00000240522	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	35.001	19	23	20	34	49	26	32	0	0	2	0
ENSG00000240531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.004	4.013	5.016	4.013	3.006	6.015	2.006	2.005	0	0	0	0
ENSG00000240534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000240540	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0	1	1	0	1	3.004	3.003	5.007	0	5.007	3.004	3.004	2.003	0	0	0	0
ENSG00000240542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3.335	0	0	0	0	0	1	0
ENSG00000240563	26630.411	45264.803	78859.506	20150.899	54889.989	57386.538	70808.403	81424.921	68016.311	63769.861	42671.987	80323.028	66062.485	50527.781	77118.261	88334.841	86693.68	86594.524	59961.909	68602.55	69405.839	52.399	180.101	109.268	8.618	3.178	3.376	49.076	3.536	187	2	8	2
ENSG00000240566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000240579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	3	0	1	0	0	0	0
ENSG00000240583	25.969	25	17	16	42.906	49	33	37	33.804	14	40	34	14	34.189	10	24	11.861	7	13.981	6.346	14	2	19	25	14	12	15	11	16.001	855.322	449.673	498	2184.359
ENSG00000240590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000240592	0	0	3.577	0	0	2.497	2.061	14.613	2.437	0	0	3.521	0	0	1.807	7.469	5.329	0	10.122	5.81	3.822	0	0	0	0	0	0	0	0	1.295	0	0	8.133
ENSG00000240601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
ENSG00000240611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240616	20	15	12	8	11	21	16	23	6	9	26	13	9	9	17	8	7	11	20	17.001	16	12.017	23.041	15.027	23.039	12.02	18.034	18.03	18.036	3	1	6	7
ENSG00000240621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000240622	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.004	2.011	1.004	0	0	3.016	0	0	0	0	0
ENSG00000240624	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000240627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240632	0	0	0	0	0	0	1	3	2	0	0	1	0	1	0	1	0	0	1	0	4	0	1	1.036	0	0	0	1	0	0	0	0	0
ENSG00000240634	0	1	0	0	0	1	5	0	0	0	1	1	1	1	2	0	0	0	0	0	0	5.009	3.002	9.002	7.039	3	6.01	4.003	6.005	4	0	1	1
ENSG00000240651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.307	0	0	2.917	2.372	3.861	1	0	0	0	0
ENSG00000240654	3	1	3	1	0	1.279	1	3	3.034	0	1.003	0	2	2	0	1	0	2.015	0	0	1	1.165	0	0	2.696	10.889	5.507	0	1.228	1	1.128	0	1
ENSG00000240661	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	1	1	1	2	2	0	0	0	2	1	47	0	0	0	2	0	2	7
ENSG00000240665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000240667	0	1	0	0	0	3	0	2	3	2	5	0	3	4	4	2	1	0	0	3	5	0	0	0	0	0	0	0	0	0	3	0	3
ENSG00000240668	8	8	18	9	7	3	7	18	17	5	11	16	5	6	8	8	12	25	7	5	7	0	0	2	0	0	1	0	0	0	6	1	2
ENSG00000240669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.049	0	2	0	1	3	2	1	0	0	0	0
ENSG00000240671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.184	1.463	0	0	0	671.306	0	0	0	0	0
ENSG00000240673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	3	0	0	0	0	0
ENSG00000240674	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	4.242	4.439	0	3.398	0	4.222	1.091	2.262	0	0	0	0
ENSG00000240677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000240680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000240682	2140.386	2177.136	1583.998	1720.753	1838.595	1990.876	2154.961	3266.546	2280.763	1890.891	2184.986	2192.725	1946.529	1686.535	1836.449	1804.737	1861.595	2483.292	1544.382	1693.846	1912.345	857.342	1055.273	1373.098	1156.069	769.206	953.866	1482.394	954.218	2367.717	2763.035	1605.319	1948.24
ENSG00000240694	5719.414	4993.114	2169	4387.634	1361	815.088	344	1602.044	1871.243	822.999	961.001	1298.014	3173.059	2292.87	1151.087	1941.017	737.001	1334.625	1219.651	552.047	1169	10.394	7.381	13.737	16.596	6.383	9.635	11.265	11.702	164.006	322	72	127
ENSG00000240695	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	2	2	1	1	0	0	1.008	4.067	4.063	1.012	6.11	3.075	9.105	4.08	3	1	7	0
ENSG00000240698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000240704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0
ENSG00000240720	1	6.073	0	1.063	0	2	3	6.08	0	3	2.131	4.037	0	0	1	0	3.034	4	1	0	2	7.213	6.758	5.055	4.174	3.03	8.135	2.035	2.028	9	11	8	2
ENSG00000240721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000240724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240729	0	0	3	1	0	0	0	2	0	0	0	0	0	0	6	0	1	0	0	0	2	3.003	1.165	3	3	2.147	2.351	1	6.001	1	1	2	0
ENSG00000240738	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	3.002	1	2.001	0	1.001	3.364	2.001	0	0	0	0
ENSG00000240739	0	1	0	1	3	2	3	0	0	0	2	1	1	3	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0
ENSG00000240747	2.2	11.891	0	5.004	10	0	0	51.324	38.71	2	5.309	12.301	0	0	0	4.292	3	4	5	4.87	4.217	1	42.78	0	1	0	0	0	2	113.134	199.07	106	129.425
ENSG00000240751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	4	5	2	14	1	6	1	0	0	0
ENSG00000240752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000240755	92.828	223	77	80	252	284	244.021	279	117	194	185	187	42	114.102	180	189	148.004	236	165	190	264	2	6	5	4	6	10	4	10	1	24	4	3
ENSG00000240759	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1.589	0	1.035	1.14	1.036	1.039	0	3.166	2	0	0	0
ENSG00000240760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.665	0	0	0	0	0	0	0	0
ENSG00000240764	27.118	26.364	21.503	48.321	50.733	83.385	54.39	59.989	92.198	71.197	250.892	69.15	41.75	59.748	30.551	25.108	43.205	32.416	46.055	41.496	32.306	3.224	7.047	8.564	6.536	9	14.418	9	12.234	63.045	642.393	342.555	175.266
ENSG00000240771	732	561.34	251.17	657.196	582.531	1542.722	527.419	1264.158	720.469	1027.187	1331.617	517.751	1124.219	586.824	318.381	196	286.948	214.269	1014.187	882.189	1038.602	152.271	311.609	235.702	191.155	327.105	307.041	131.552	99.475	3024.992	2242.177	3107.589	2193.861
ENSG00000240774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	1
ENSG00000240776	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2.015	3.024	2.013	0	2.014	2.015	4.037	0	0	0	0	1
ENSG00000240785	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1.009	0	1.011	0	0	0	0	3.026	0	0	0	0
ENSG00000240787	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.596	0	0	0	0	0	0	0	0	0
ENSG00000240791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	3	1	0	0	0	0	0
ENSG00000240793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	12	8	5	9	8	6	5	5	0	0	0	0
ENSG00000240796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	4	4	4	6	5.001	8	4	0	1	0	0
ENSG00000240809	6	15	8	11	9	11.003	4	13	11	2	7	7	9.001	7	10	7	10.001	7	16	8	13.002	34.449	60.6	55.666	40.509	45.49	32.401	81.886	30.368	2	12	2	5
ENSG00000240813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240821	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	15.327	0	0	4.289	0	0	0	0
ENSG00000240824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000240828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.013	3.004	2.005	7.008	1.103	3.007	6.617	1.153	0	0	0	0
ENSG00000240845	78.016	28	20	69	28	46	37.172	43	41	28.553	31	23	27.541	10	3	17.288	23.275	17.152	16	13	19	44.012	37.752	37.813	47.142	58.317	69.363	32.439	41.311	110	17.766	8.969	8
ENSG00000240846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
